"Holdings","Weighting","Type","Ticker","Style","First Bought","Shares Owned","Shares Change","Sector","Market Value","Price","Day Change","Day high/low","Volume","52-Wk high/low","Country","3-Month Return","1-Year Return","3-Year Return","5-Year Return","Market Cap Mil","Currency","Morningstar Rating","YTD Return","P/E","Maturity Date","Coupon %","Yield to Maturity"
"Colgate-Palmolive Co","0.19","EQUITY","CL","Large Core","2003-06-30","357656","0","Consumer Defensive","25608170","-","-","-","-","-","-","-0.1","-2.3","6.07","8.16","62962.59","USD","3","11.05","26.57","-","0","-"
"Kimberly-Clark Corp","0.19","EQUITY","KMB","Large Core","2003-06-30","210447","0","Consumer Defensive","25607191","-","-","-","-","-","-","-4.6","-3.87","8.67","10.63","42862.7","USD","3","8.01","20.25","-","0","-"
"HCA Healthcare Inc","0.19","EQUITY","HCA","Large Core","2015-01-27","324283","0","Healthcare","25605386","-","-","-","-","-","-","-5.52","4.81","6.21","25.67","28937.77","USD","3","6.55","10.73","-","0","-"
"TJX Companies Inc","0.19","EQUITY","TJX","Large Core","2003-06-30","367806","0","Consumer Cyclical","25599298","-","-","-","-","-","-","-10.76","-12.35","10.71","10.4","45132.26","USD","4","-5.85","19.93","-","0","-"
"Sysco Corp","0.19","EQUITY","SYY","Large Core","2003-06-30","491031","0","Consumer Defensive","25582715","-","-","-","-","-","-","-3.55","4.14","15.9","14.81","28006.89","USD","3","-3.7","27.54","-","0","-"
"Southwest Airlines Co","0.19","EQUITY","LUV","Large Core","2003-06-30","455774","0","Industrials","25573479","-","-","-","-","-","-","-2.85","56.45","26.51","44.65","33866.83","USD","3","13.92","17.25","-","0","-"
"Lam Research Corp","0.19","EQUITY","LRCX","Large Growth","2012-06-05","171749","0","Technology","25573426","-","-","-","-","-","-","-0.07","65.02","30.09","34.81","24266.54","USD","3","42.77","19.09","-","0","-"
"Robert Half International Inc","0.19","EQUITY","RHI","Mid Core","2003-06-30","573552","0","Industrials","25517328","-","-","-","-","-","-","-5.02","22.7","-1.76","11.78","5623.88","USD","3","-8.36","17.14","-","0","-"
"International Business Machines Corp","0.19","EQUITY","IBM","Large Value","2003-06-30","175854","0","Technology","25488279","-","-","-","-","-","-","-7.79","-6.62","-5.36","-3.26","135280.45","USD","3","-10.8","12.08","-","0","-"
"DISH Network Corp Class A","0.19","EQUITY","DISH","Large Growth","2017-03-13","416789","0","Communication Services","25469976","-","-","-","-","-","-","0.93","17.05","-0.98","15.15","28255.73","USD","3","4.64","28.33","-","0","-"
"Johnson Controls International PLC","0.19","EQUITY","JCI","Large Core","2003-06-30","644162","0","Basic Materials","25418633","-","-","-","-","-","-","-4.94","-3.3","-1.4","14.02","36522.06","USD","4","-3.69","-","-","0","-"
"Campbell Soup Co","0.19","EQUITY","CPB","Mid Value","2003-06-30","479310","0","Consumer Defensive","25408223","-","-","-","-","-","-","-6.48","-10.7","10.56","12.65","16117.02","USD","3","-10.32","33.45","-","0","-"
"Zimmer Biomet Holdings Inc","0.19","EQUITY","ZBH","Large Growth","2003-06-30","216775","0","Healthcare","25397359","-","-","-","-","-","-","1.13","-9.18","6.42","15.69","23779.88","USD","3","14.74","48.33","-","0","-"
"Halliburton Co","0.19","EQUITY","HAL","Large Growth","2003-06-30","604242","0","Energy","25396291","-","-","-","-","-","-","-5.45","-0.65","-14.3","5.97","36598.29","USD","3","-21.7","-","-","0","-"
"IDEXX Laboratories Inc","0.19","EQUITY","IDXX","Mid Growth","2017-01-05","164675","0","Healthcare","25374771","-","-","-","-","-","-","-4.9","41.32","34.19","27.66","13318.29","USD","1","30.13","52.44","-","0","-"
"Union Pacific Corp","0.19","EQUITY","UNP","Large Core","2003-06-30","246925","0","Industrials","25322159","-","-","-","-","-","-","-6.57","13.14","3.55","12.49","82023.45","USD","4","0.01","18.6","-","0","-"
"GGP Inc","0.18","EQUITY","GGP","Mid Core","2013-12-10","1162102","0","Real Estate","25310582","-","-","-","-","-","-","0.49","-24.59","1.93","6.51","19571.66","USD","-","-9.41","18.65","-","0","-"
"Navient Corp","0.18","EQUITY","NAVI","Small Value","2014-05-01","1775898","0","Financial Services","25253270","-","-","-","-","-","-","-4.82","4.71","-1.98","-","3911.47","USD","-","-11.2","7.53","-","0","-"
"Helmerich & Payne Inc","0.18","EQUITY","HP","Mid Value","2010-02-28","508728","0","Energy","25202385","-","-","-","-","-","-","-13.8","-16.4","-18.7","5.13","5356.69","USD","3","-34.44","-","-","0","-"
"Cimarex Energy Co","0.18","EQUITY","XEC","Mid Core","2014-06-23","271302","0","Energy","25201243","-","-","-","-","-","-","-18.78","-24.79","-12.22","11.72","8940.21","USD","-","-30.71","-","-","0","-"
"CSX Corp","0.18","EQUITY","CSX","Large Growth","2003-06-30","510841","0","Industrials","25169136","-","-","-","-","-","-","-5.38","76.4","19.61","17.63","44514.88","USD","3","36.71","25.52","-","0","-"
"Qualcomm Inc","0.18","EQUITY","QCOM","Large Core","2003-06-30","475014","0","Technology","25151991","-","-","-","-","-","-","-3.13","-10.17","-7.23","0.27","77670.63","USD","4","-17.61","20.16","-","0","-"
"Arconic Inc","0.18","EQUITY","ARNC","Mid Core","2015-09-23","990504","0","Industrials","25089466","-","-","-","-","-","-","-5.37","-","-","-","11083.11","USD","3","36.52","-","-","0","-"
"The Hershey Co","0.18","EQUITY","HSY","Large Growth","2003-06-30","237670","0","Consumer Defensive","25083692","-","-","-","-","-","-","-1.68","-3.06","7.73","9.84","22277.17","USD","3","2.58","33.5","-","0","-"
"F5 Networks Inc","0.18","EQUITY","FFIV","Mid Core","2010-12-20","209581","0","Technology","25072175","-","-","-","-","-","-","-5.25","-2.88","2.15","5.24","7611.61","USD","3","-17.23","19.93","-","0","-"
"MGM Resorts International","0.18","EQUITY","MGM","Mid Growth","2017-07-26","793292","0","Consumer Cyclical","25036296","-","-","-","-","-","-","3.84","33.04","6.57","28.15","18279.53","USD","3","11.03","14.72","-","0","-"
"Cardinal Health Inc","0.18","EQUITY","CAH","Large Core","2003-06-30","360366","0","Healthcare","24994986","-","-","-","-","-","-","-4.31","-15.11","1.72","14.23","21840.12","USD","4","-2.67","16.5","-","0","-"
"General Electric Co","0.18","EQUITY","GE","Large Value","2003-06-30","969934","0","Industrials","24985500","-","-","-","-","-","-","-10.89","-14.24","4.16","7.54","223201.84","USD","4","-16.9","29.63","-","0","-"
"Vulcan Materials Co","0.18","EQUITY","VMC","Mid Growth","2003-06-30","207927","0","Basic Materials","24982429","-","-","-","-","-","-","-4.87","4.28","25.03","26.38","16101.92","USD","3","-2.25","39.05","-","0","-"
"Whirlpool Corp","0.18","EQUITY","WHR","Mid Value","2003-06-30","141898","0","Consumer Cyclical","24961277","-","-","-","-","-","-","-2.72","-3.85","9","22.72","12977.21","USD","-","-1.02","17.84","-","0","-"
"Level 3 Communications Inc","0.18","EQUITY","LVLT","Mid Core","2014-11-05","434567","0","Communication Services","24913726","-","-","-","-","-","-","-0.74","17.15","10.52","24.62","20736.41","USD","-","1.81","32.42","-","0","-"
"Genuine Parts Co","0.18","EQUITY","GPC","Mid Value","2003-06-30","295813","0","Consumer Cyclical","24880831","-","-","-","-","-","-","-8.34","-14.14","3.25","8.11","12316.18","USD","4","-10.79","18.16","-","0","-"
"Leggett & Platt Inc","0.18","EQUITY","LEG","Mid Core","2003-06-30","519459","0","Consumer Cyclical","24809362","-","-","-","-","-","-","-8.95","-5.78","16.36","18.8","6395.74","USD","-","0.33","18.52","-","0","-"
"Anadarko Petroleum Corp","0.18","EQUITY","APC","Large Value","2015-09-23","564825","0","Energy","24722390","-","-","-","-","-","-","-13.48","-12.05","-24.95","-6.85","25154.48","USD","-","-35.48","-","-","0","-"
"McCormick & Co Inc Non-Voting","0.18","EQUITY","MKC","Mid Core","2003-06-30","259581","0","Consumer Defensive","24706920","-","-","-","-","-","-","-5.33","-4.25","14.31","11.28","11772.11","USD","3","2.27","27.23","-","0","-"
"Apache Corp","0.18","EQUITY","APA","Mid Value","2015-09-23","560611","0","Energy","24700521","-","-","-","-","-","-","-5.07","-7.89","-22.17","-10.09","17203.38","USD","-","-27.57","-","-","0","-"
"Micron Technology Inc","0.18","EQUITY","MU","Large Core","2003-06-30","885626","0","Technology","24646972","-","-","-","-","-","-","0.47","99","-4.13","34.56","31104.72","USD","3","27.37","12.63","-","0","-"
"DaVita Inc","0.18","EQUITY","DVA","Mid Value","2008-07-31","420353","0","Healthcare","24590650","-","-","-","-","-","-","-11.56","-23.99","-7.18","3.05","11032.24","USD","4","-10.12","8.86","-","0","-"
"The Interpublic Group of Companies Inc","0.18","EQUITY","IPG","Mid Value","2003-06-30","1125883","0","Consumer Cyclical","24578026","-","-","-","-","-","-","-10.35","-3.56","5.06","16.51","8380.56","USD","4","-7.43","15.44","-","0","-"
"Chesapeake Energy Corp","0.18","EQUITY","CHK","Mid Value","2006-03-31","5452774","0","Energy","24537483","-","-","-","-","-","-","-11.7","-11.7","-43.68","-16.34","4114.78","USD","-","-35.47","-","-","0","-"
"Harley-Davidson Inc","0.18","EQUITY","HOG","Mid Value","2003-06-30","508633","0","Consumer Cyclical","24409298","-","-","-","-","-","-","-12.43","-6.32","-5.69","4.94","8246.54","USD","3","-15.89","14.01","-","0","-"
"Martin Marietta Materials Inc","0.18","EQUITY","MLM","Mid Growth","2014-07-02","115407","0","Basic Materials","24331258","-","-","-","-","-","-","-9.35","8.88","20.05","24.36","13474.09","USD","4","-2.83","30.9","-","0","-"
"Starbucks Corp","0.18","EQUITY","SBUX","Large Growth","2003-06-30","435760","0","Consumer Cyclical","24263117","-","-","-","-","-","-","-8.45","1.39","14.22","21.72","80049.81","USD","4","0.76","28","-","0","-"
"Hologic Inc","0.18","EQUITY","HOLX","Mid Core","2016-03-30","606669","0","Healthcare","24212160","-","-","-","-","-","-","-12.98","1.47","14.92","14.98","11008.58","USD","3","-2.17","14.65","-","0","-"
"Darden Restaurants Inc","0.18","EQUITY","DRI","Mid Core","2003-06-30","294174","0","Consumer Cyclical","24145802","-","-","-","-","-","-","-4.07","39.98","26.31","13.93","10428.52","USD","3","16.75","21.71","-","0","-"
"Noble Energy Inc","0.18","EQUITY","NBL","Mid Value","2007-10-31","930638","0","Energy","24094218","-","-","-","-","-","-","-15","-20.72","-26.82","-8.13","12611.25","USD","4","-31.11","-","-","0","-"
"Qorvo Inc","0.18","EQUITY","QRVO","Mid Growth","2015-06-12","360040","0","Technology","24083076","-","-","-","-","-","-","-0.6","24.73","-","-","8478.58","USD","3","26.34","-","-","0","-"
"AmerisourceBergen Corp","0.18","EQUITY","ABC","Mid Core","2017-05-08","294242","0","Healthcare","24042514","-","-","-","-","-","-","-6.17","-7.55","2.87","17","17710.79","USD","4","4.31","21.05","-","0","-"
"Foot Locker Inc","0.18","EQUITY","FL","Mid Value","2016-04-04","494704","0","Consumer Cyclical","24017879","-","-","-","-","-","-","-35.23","-13.95","2.29","9.65","6433.86","USD","-","-29.62","10.04","-","0","-"
"Ross Stores Inc","0.18","EQUITY","ROST","Large Core","2009-12-21","437372","0","Consumer Cyclical","23998602","-","-","-","-","-","-","-13.24","-8.2","20.94","11.26","21739.71","USD","4","-14.36","19.13","-","0","-"
"Conagra Brands Inc","0.18","EQUITY","CAG","Mid Value","2003-06-30","699175","0","Consumer Defensive","23988694","-","-","-","-","-","-","-9.3","3.36","18.04","16.35","14155.95","USD","2","-12.53","27.18","-","0","-"
"O'Reilly Automotive Inc","0.17","EQUITY","ORLY","Mid Core","2009-03-31","116382","0","Consumer Cyclical","23928139","-","-","-","-","-","-","-18.25","-28.98","10.78","19.06","18044.19","USD","4","-26.35","18.69","-","0","-"
"Newfield Exploration Co","0.17","EQUITY","NFX","Mid Value","2010-12-20","901533","0","Energy","23782441","-","-","-","-","-","-","-17.3","-39.08","-11.57","-1.52","5547.05","USD","-","-31.28","16.09","-","0","-"
"Goodyear Tire & Rubber Co","0.17","EQUITY","GT","Mid Value","2003-06-30","764460","0","Consumer Cyclical","23782351","-","-","-","-","-","-","-11.33","12.26","9.22","23.71","7855.03","USD","-","2.04","6.87","-","0","-"
"Costco Wholesale Corp","0.17","EQUITY","COST","Large Core","2003-06-30","150231","0","Consumer Defensive","23722977","-","-","-","-","-","-","-10.15","-0.76","13.57","13.47","68613.54","USD","3","2.67","27.16","-","0","-"
"AutoZone Inc","0.17","EQUITY","AZO","Mid Value","2015-09-14","44689","0","Consumer Cyclical","23653441","-","-","-","-","-","-","-23.81","-33.58","1.1","7.94","15047.44","USD","4","-32.03","12.46","-","0","-"
"KLA-Tencor Corp","0.17","EQUITY","KLAC","Mid Value","2003-06-30","265733","0","Technology","23639608","-","-","-","-","-","-","-11.35","18.45","15.62","17.15","13925.22","USD","3","14.27","14.83","-","0","-"
"Flowserve Corp","0.17","EQUITY","FLS","Mid Core","2008-10-31","572942","0","Industrials","23616669","-","-","-","-","-","-","-14.91","-9.94","-15.89","1.49","5366.69","USD","-","-13.49","44.29","-","0","-"
"Altria Group Inc","0.17","EQUITY","MO","Large Core","2003-06-30","359134","0","Consumer Defensive","23537642","-","-","-","-","-","-","-5.95","2.01","21.08","16.16","125704.55","USD","2","-1.3","8.67","-","0","-"
"Mylan NV","0.17","EQUITY","MYL","Mid Value","2004-06-30","675977","0","Healthcare","23456402","-","-","-","-","-","-","-13.39","-32.19","-12.48","7.31","17644.52","USD","4","-13.71","32.59","-","0","-"
"United Continental Holdings Inc","0.17","EQUITY","UAL","Mid Value","2015-09-03","343781","0","Industrials","23442426","-","-","-","-","-","-","-8.01","50.13","14.84","30.42","20964.17","USD","3","-5.45","9.62","-","0","-"
"Advance Auto Parts Inc","0.17","EQUITY","AAP","Mid Core","2015-07-09","211125","0","Consumer Cyclical","23335646","-","-","-","-","-","-","-23.3","-34.63","-3.42","10.53","8197.5","USD","5","-34.29","20.11","-","0","-"
"Patterson Companies Inc","0.17","EQUITY","PDCO","Small Core","2005-12-31","587467","0","Healthcare","23304816","-","-","-","-","-","-","-12.73","-15.05","2.77","4.69","3779.5","USD","4","-2.53","21.55","-","0","-"
"CenturyLink Inc","0.17","EQUITY","CTL","Mid Value","2003-06-30","1037929","0","Communication Services","23291127","-","-","-","-","-","-","-3.07","-18.58","-9.81","-4.22","12331.81","USD","3","-0.97","22.03","-","0","-"
"Mattel Inc","0.17","EQUITY","MAT","Mid Value","2003-06-30","1216886","0","Consumer Cyclical","23096496","-","-","-","-","-","-","-11.02","-37.93","-12.56","-5.62","6511.8","USD","5","-28.28","27.14","-","0","-"
"Ulta Beauty Inc","0.16","EQUITY","ULTA","Mid Growth","2016-04-18","88022","0","Consumer Cyclical","22118168","-","-","-","-","-","-","-14.38","-4.02","38.29","23.3","15520.53","USD","-","-1.86","35.14","-","0","-"
"Pioneer Natural Resources Co","0.16","EQUITY","PXD","Large Core","2008-09-30","159920","0","Energy","21608390","-","-","-","-","-","-","-18.29","-16.87","-15.21","6.86","23021","USD","-","-24.82","128.9","-","0","-"
"L Brands Inc","0.16","EQUITY","LB","Mid Value","2003-06-30","518159","0","Consumer Cyclical","21555414","-","-","-","-","-","-","-11.21","-37.23","-3.13","4.41","12420.31","USD","5","-32.41","11.42","-","0","-"
"Seagate Technology PLC","0.16","EQUITY","STX","Large Value","2012-07-02","639608","0","Technology","21471641","-","-","-","-","-","-","-20.01","15","-11.69","7.05","9761.56","USD","3","-9.12","13.76","-","0","-"
"News Corp A","0.16","EQUITY","NWSA","Mid Core","2004-12-31","1499340","0","Consumer Cyclical","21365595","-","-","-","-","-","-","12.33","12.4","-6.62","-","8311","USD","3","24.08","-","-","0","-"
"A.O. Smith Corp","0.16","EQUITY","AOS","Mid Growth","2017-07-26","392934","0","Industrials","21320599","-","-","-","-","-","-","0.47","18.79","33.33","35.39","9504.82","USD","-","16.9","28.31","-","0","-"
"The Kroger Co","0.15","EQUITY","KR","Large Value","2003-06-30","880448","0","Consumer Defensive","21183579","-","-","-","-","-","-","-17.01","-24.39","0.95","18.55","21652.97","USD","4","-29.38","14.54","-","0","-"
"Range Resources Corp","0.15","EQUITY","RRC","Mid Value","2007-12-31","1169623","0","Energy","20795897","-","-","-","-","-","-","-29.72","-55.22","-38.05","-21.73","4436.6","USD","-","-47.85","137.54","-","0","-"
"Chipotle Mexican Grill Inc Class A","0.15","EQUITY","CMG","Mid Growth","2011-04-28","58794","0","Consumer Cyclical","20305096","-","-","-","-","-","-","-27.06","-13.25","-20.39","2.97","9824.04","USD","4","-8.68","73","-","0","-"
"Twenty-First Century Fox Inc Class A","0.14","EQUITY","FOXA","Large Core","2004-12-31","661275","0","Consumer Cyclical","19057946","-","-","-","-","-","-","-2","12.62","-2.3","7.05","52355.94","USD","4","2.14","17.35","-","0","-"
"Baker Hughes, a GE Co Class A","0.13","EQUITY","BHGE","-","2017-07-05","488023","0","Energy","17232092","-","-","-","-","-","-","-","-","-","-","40343.35","USD","3","-","-","-","0","-"
"Discovery Communications Inc C","0.11","EQUITY","DISCK","Mid Value","2014-08-07","619635","0","Consumer Cyclical","14617190","-","-","-","-","-","-","-13.34","-11.2","-18.39","-1.43","8436.15","USD","4","-15.61","11.83","-","0","-"
"Alphabet Inc A","0.1","EQUITY","GOOGL","Large Growth","2006-03-31","14146","0","Technology","13301484","-","-","-","-","-","-","-0.94","18.63","17.55","18.67","649118.38","USD","3","19.35","34.29","-","0","-"
"Alphabet Inc C","0.09","EQUITY","GOOG","Large Growth","2014-04-03","14065","0","Technology","12991137","-","-","-","-","-","-","-0.4","20.26","17.53","-","649118.38","USD","3","20.23","33.65","-","0","-"
"Under Armour Inc A","0.09","EQUITY","-","-","2014-05-01","642846","0","-","11770510","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","0","-"
"Discovery Communications Inc Class A","0.08","EQUITY","-","-","2010-02-28","438389","0","-","10845744","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","0","-"
"Under Armour Inc C","0.08","EQUITY","-","-","2016-04-08","644960","0","-","10538646","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","0","-"
"Twenty-First Century Fox Inc Class B","0.06","EQUITY","-","-","2015-09-21","306085","0","-","8729544","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","0","-"
"News Corp B","0.05","EQUITY","-","-","2015-09-21","470503","0","-","6892869","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","0","-"
