"Holdings","Weighting","Type","Ticker","Style","First Bought","Shares Owned","Shares Change","Sector","Market Value","Price","Day Change","Day high/low","Volume","52-Wk high/low","Country","3-Month Return","1-Year Return","3-Year Return","5-Year Return","Market Cap Mil","Currency","Morningstar Rating","YTD Return","P/E","Maturity Date","Coupon %","Yield to Maturity"
"Coty Inc Class A","0.21","EQUITY","COTY","Mid Core","2016-10-03","1446114","0","Consumer Defensive","28821052","-","-","-","-","-","-","8.21","-25.12","6.54","-","19901.2","USD","-","9.01","-","-","0","-"
"Monster Beverage Corp","0.21","EQUITY","MNST","Large Growth","2012-06-29","541465","0","Consumer Defensive","28773450","-","-","-","-","-","-","14.76","-0.29","34.12","18.82","29929.36","USD","2","18.88","42.51","-","0","-"
"Amgen Inc","0.21","EQUITY","AMGN","Large Value","2003-06-30","165177","0","Healthcare","28770530","-","-","-","-","-","-","6.52","3.17","12.78","18.03","126853.96","USD","3","20.48","15.83","-","0","-"
"Kinder Morgan Inc P","0.21","EQUITY","KMI","Large Growth","2012-05-25","1420342","0","Energy","28733519","-","-","-","-","-","-","2.86","2.88","-13.52","-5.8","45111.19","USD","3","-0.65","65.16","-","0","-"
"Regency Centers Corp","0.21","EQUITY","REG","Mid Growth","2017-03-02","434499","0","Real Estate","28733419","-","-","-","-","-","-","7.53","-17.19","10.17","9.33","11349.28","USD","-","-1.73","83.75","-","0","-"
"PNC Financial Services Group Inc","0.21","EQUITY","PNC","Large Value","2003-06-30","220014","0","Financial Services","28714027","-","-","-","-","-","-","7.67","60.43","18.98","18.73","63336.73","USD","2","14.59","16.82","-","0","-"
"Aetna Inc","0.21","EQUITY","AET","Large Growth","2003-06-30","180921","0","Healthcare","28683215","-","-","-","-","-","-","12.28","35.74","26.27","34.56","52069.96","USD","1","27.44","34.76","-","0","-"
"CBOE Holdings Inc","0.21","EQUITY","CBOE","Mid Growth","2017-03-01","301951","0","Financial Services","28682325","-","-","-","-","-","-","12.98","37.51","25.07","28.52","10476","USD","-","27.22","51.09","-","0","-"
"Incyte Corp","0.21","EQUITY","INCY","Large Growth","2017-02-28","227657","0","Healthcare","28680229","-","-","-","-","-","-","2.96","42.81","38.68","47.43","26474.2","USD","3","28.35","-","-","0","-"
"Citigroup Inc","0.21","EQUITY","C","Large Value","2003-06-30","420475","0","Financial Services","28646962","-","-","-","-","-","-","15.1","59.17","13.25","20.73","187939.88","USD","3","17.15","13.77","-","0","-"
"Williams Companies Inc","0.21","EQUITY","WMB","Large Growth","2003-06-30","922088","0","Energy","28640053","-","-","-","-","-","-","5.93","28.02","-13.12","4.75","25609.64","USD","3","1.41","50.79","-","0","-"
"Capital One Financial Corp","0.21","EQUITY","COF","Large Value","2003-06-30","338456","0","Financial Services","28629993","-","-","-","-","-","-","3.3","29.92","3.64","9.58","40828.5","USD","4","-1.87","12.27","-","0","-"
"PACCAR Inc","0.21","EQUITY","PCAR","Large Value","2003-06-30","423375","0","Industrials","28624384","-","-","-","-","-","-","2.88","22.32","6.35","14.37","24090.76","USD","3","8.09","16.93","-","0","-"
"Cigna Corp","0.21","EQUITY","CI","Large Core","2003-06-30","162521","0","Healthcare","28611822","-","-","-","-","-","-","10.09","34.54","23.44","32.64","44175.32","USD","2","29.39","23.04","-","0","-"
"Mastercard Inc A","0.21","EQUITY","MA","Large Growth","2008-07-31","220244","0","Financial Services","28607493","-","-","-","-","-","-","10.28","36.24","20.37","25.6","138244.97","USD","3","26.37","32.21","-","0","-"
"United Rentals Inc","0.21","EQUITY","URI","Mid Core","2014-09-22","245867","0","Industrials","28596791","-","-","-","-","-","-","10.26","53.87","3.43","31.39","10007.01","USD","-","12.11","17.28","-","0","-"
"Cognizant Technology Solutions Corp A","0.21","EQUITY","CTSH","Large Growth","2006-11-30","408687","0","Technology","28587656","-","-","-","-","-","-","17.42","21.37","12.54","19.78","42040.52","USD","3","27.31","22.81","-","0","-"
"L3 Technologies Inc","0.21","EQUITY","LLL","Mid Value","2004-12-31","162969","0","Industrials","28584763","-","-","-","-","-","-","5.21","18.86","20.76","21.98","13766.38","USD","3","16.69","19.84","-","0","-"
"Fortive Corp","0.21","EQUITY","FTV","Large Core","2016-07-05","429541","0","Technology","28577363","-","-","-","-","-","-","7.04","34.82","-","-","23314.81","USD","-","25.51","26.44","-","0","-"
"Berkshire Hathaway Inc B","0.21","EQUITY","BRK.B","Large Value","2015-09-23","159405","0","Financial Services","28531901","-","-","-","-","-","-","8.16","25.71","11.52","16.02","443930.91","USD","3","10.39","19.68","-","0","-"
"American Tower Corp","0.21","EQUITY","AMT","Large Growth","2007-11-30","208008","0","Communication Services","28528297","-","-","-","-","-","-","8.49","20.22","14.53","14.81","59041.94","USD","2","31.37","55.03","-","0","-"
"Parker Hannifin Corp","0.21","EQUITY","PH","Large Core","2003-06-30","172561","0","Industrials","28527785","-","-","-","-","-","-","3.19","40.22","14.1","16.99","21871.37","USD","2","18.24","23.94","-","0","-"
"Morgan Stanley","0.21","EQUITY","MS","Large Core","2003-06-30","603430","0","Financial Services","28518102","-","-","-","-","-","-","11.67","73.02","16.31","29.7","88302.8","USD","2","15.34","13.74","-","0","-"
"Raymond James Financial Inc","0.21","EQUITY","RJF","Mid Core","2017-03-20","346152","0","Financial Services","28516002","-","-","-","-","-","-","8.78","54.11","18.96","20.8","11939.35","USD","3","20.31","21.7","-","0","-"
"NextEra Energy Inc","0.21","EQUITY","NEE","Large Core","2003-06-30","193238","0","Utilities","28510335","-","-","-","-","-","-","9.97","18.05","18.56","17.98","68860.14","USD","2","24.49","16.81","-","0","-"
"Exelon Corp","0.21","EQUITY","EXC","Large Value","2003-06-30","740028","0","Utilities","28446676","-","-","-","-","-","-","13.06","8.62","10.18","3.22","36646.55","USD","2","9.4","20.2","-","0","-"
"Valero Energy Corp","0.21","EQUITY","VLO","Large Value","2004-06-30","415259","0","Energy","28445242","-","-","-","-","-","-","7.55","33.38","13.94","22.33","30648.77","USD","3","2.36","15","-","0","-"
"Motorola Solutions Inc","0.21","EQUITY","MSI","Mid Core","2003-06-30","314486","0","Technology","28429534","-","-","-","-","-","-","5.51","31.25","14.06","15.66","14772.68","USD","2","10.16","25.17","-","0","-"
"Vornado Realty Trust","0.21","EQUITY","VNO","Mid Growth","2005-12-31","358822","0","Real Estate","28400761","-","-","-","-","-","-","-15.72","-21","-1.96","4.45","15056.79","USD","4","-21.92","17.28","-","0","-"
"Aon PLC","0.21","EQUITY","AON","Large Growth","2012-04-03","204308","0","Financial Services","28392683","-","-","-","-","-","-","14.94","27.63","19.13","23.35","36414.63","USD","2","25.53","27.79","-","0","-"
"Stericycle Inc","0.21","EQUITY","SRCL","Mid Core","2008-11-30","342995","0","Industrials","28386266","-","-","-","-","-","-","-8.49","-11.04","-12.54","-3.1","6689.28","USD","4","1.83","40.86","-","0","-"
"Northrop Grumman Corp","0.21","EQUITY","NOC","Large Core","2003-06-30","105569","0","Industrials","28374836","-","-","-","-","-","-","9.97","25.01","31.29","33.74","46873.15","USD","2","16.58","20.57","-","0","-"
"Allegion PLC","0.21","EQUITY","ALLE","Mid Growth","2013-12-02","350896","0","Industrials","28338361","-","-","-","-","-","-","5.34","15.32","18.16","-","7724.18","USD","3","27.56","31.4","-","0","-"
"Mohawk Industries Inc","0.21","EQUITY","MHK","Mid Core","2013-12-23","112833","0","Consumer Cyclical","28318826","-","-","-","-","-","-","7.88","20.79","24.98","29.14","18645.41","USD","-","25.64","19.51","-","0","-"
"DXC Technology Co","0.21","EQUITY","DXC","Large Value","2017-04-03","360854","0","Technology","28305388","-","-","-","-","-","-","1.73","65.28","23.47","36.99","22407.24","USD","3","33.02","-","-","0","-"
"Duke Realty Corp","0.21","EQUITY","DRE","Mid Core","2017-07-26","985738","0","Real Estate","28300538","-","-","-","-","-","-","4.49","4.25","19.49","17.07","10205.95","USD","-","9.45","29.89","-","0","-"
"Apple Inc","0.21","EQUITY","AAPL","Large Core","2015-09-23","181897","0","Technology","28297716","-","-","-","-","-","-","7.16","49.39","19.42","13.56","807790","USD","3","36.06","17.71","-","0","-"
"Honeywell International Inc","0.21","EQUITY","HON","Large Core","2003-06-30","202548","0","Industrials","28267599","-","-","-","-","-","-","7.24","23.48","17.31","20.69","106510.11","USD","3","22.03","21.71","-","0","-"
"Synchrony Financial","0.21","EQUITY","SYF","Large Value","2015-11-18","944257","0","Financial Services","28242727","-","-","-","-","-","-","4.71","9.38","9.91","-","23756.66","USD","3","-16.52","11.23","-","0","-"
"United Parcel Service Inc Class B","0.21","EQUITY","UPS","Large Value","2003-06-30","253199","0","Industrials","28236752","-","-","-","-","-","-","5.45","6.89","7.61","10.72","97031.74","USD","3","-0.81","27.46","-","0","-"
"Dover Corp","0.21","EQUITY","DOV","Mid Core","2003-06-30","326424","0","Industrials","28222619","-","-","-","-","-","-","12.87","24.1","2.04","14.99","13477.24","USD","3","16.67","21.64","-","0","-"
"Tyson Foods Inc Class A","0.21","EQUITY","TSN","Large Value","2005-12-31","446085","0","Consumer Defensive","28210415","-","-","-","-","-","-","0.88","-12.83","20.42","33.62","22674.24","USD","3","3.36","13.22","-","0","-"
"Everest Re Group Ltd","0.21","EQUITY","RE","Mid Value","2017-06-19","106030","0","Financial Services","28210342","-","-","-","-","-","-","7.46","42.2","20.66","22.55","10909.74","USD","-","23.92","9.93","-","0","-"
"Waste Management Inc","0.21","EQUITY","WM","Large Core","2003-06-30","373022","0","Industrials","28207924","-","-","-","-","-","-","4.11","17.35","21.7","19.07","33231.5","USD","2","7.7","25.86","-","0","-"
"Simon Property Group Inc","0.21","EQUITY","SPG","Large Core","2003-06-30","174161","0","Real Estate","28205374","-","-","-","-","-","-","0.52","-21.99","2.85","4.5","51366.63","USD","4","-5.43","28.12","-","0","-"
"CSRA Inc","0.21","EQUITY","CSRA","Mid Core","2015-11-30","861696","0","Technology","28203310","-","-","-","-","-","-","10.75","27.5","-","-","5330.87","USD","3","2.89","17.7","-","0","-"
"XL Group Ltd","0.21","EQUITY","XL","Mid Value","2003-06-30","636600","0","Financial Services","28201380","-","-","-","-","-","-","4.68","33.42","12.87","17.58","11443.33","USD","-","19.99","21.49","-","0","-"
"Verizon Communications Inc","0.21","EQUITY","VZ","Large Value","2003-06-30","580056","0","Communication Services","28196522","-","-","-","-","-","-","7.86","-5.03","3.51","6.13","199523.84","USD","3","-5.13","12.57","-","0","-"
"Molson Coors Brewing Co B","0.21","EQUITY","TAP","Mid Core","2003-06-30","310067","0","Consumer Defensive","28175788","-","-","-","-","-","-","-0.88","-7.76","11.98","18.42","19487.07","USD","3","-6.15","8.97","-","0","-"
"Leucadia National Corp","0.21","EQUITY","LUK","Mid Value","2007-08-31","1071994","0","Consumer Defensive","28172002","-","-","-","-","-","-","3.6","41.77","3.03","5.66","9392.67","USD","-","13.18","15.5","-","0","-"
"Abbott Laboratories","0.21","EQUITY","ABT","Large Core","2015-09-23","573064","0","Healthcare","28171826","-","-","-","-","-","-","11.07","12.29","7.24","5.6","85586.45","USD","3","30.32","76.97","-","0","-"
"Macy's Inc","0.21","EQUITY","M","Mid Value","2003-06-30","1193838","0","Consumer Cyclical","28162638","-","-","-","-","-","-","-18.13","-26.36","-22.22","-4.58","7095.01","USD","4","-32.83","12.59","-","0","-"
"Packaging Corp of America","0.21","EQUITY","PKG","Mid Value","2017-07-26","255826","0","Consumer Cyclical","28161326","-","-","-","-","-","-","9.14","50.3","19.74","30.89","10275.91","USD","1","30.09","22.26","-","0","-"
"Charles Schwab Corp","0.21","EQUITY","SCHW","Large Growth","2003-06-30","656330","0","Financial Services","28143430","-","-","-","-","-","-","7.54","52.37","16.6","28.23","57643.8","USD","3","9.63","30.57","-","0","-"
"PerkinElmer Inc","0.21","EQUITY","PKI","Mid Growth","2003-06-30","424039","0","Healthcare","28134988","-","-","-","-","-","-","6.4","15.88","13.28","19.66","7074.41","USD","1","23.68","33.66","-","0","-"
"Aflac Inc","0.21","EQUITY","AFL","Large Value","2015-09-23","347440","0","Financial Services","28132217","-","-","-","-","-","-","9.68","15.15","13.37","14.79","32076.79","USD","-","17.84","12.28","-","0","-"
"TransDigm Group Inc","0.21","EQUITY","TDG","Mid Growth","2016-06-03","100393","0","Industrials","28123091","-","-","-","-","-","-","12.22","9.65","21.47","24.02","14597.88","USD","3","12.71","31.85","-","0","-"
"Textron Inc","0.21","EQUITY","TXT","Mid Core","2003-06-30","573064","0","Industrials","28103059","-","-","-","-","-","-","6.66","28.05","10.99","13.44","13053.03","USD","3","1.63","17.49","-","0","-"
