"Holdings","Weighting","Type","Ticker","Style","First Bought","Shares Owned","Shares Change","Sector","Market Value","Price","Day Change","Day high/low","Volume","52-Wk high/low","Country","3-Month Return","1-Year Return","3-Year Return","5-Year Return","Market Cap Mil","Currency","Morningstar Rating","YTD Return","P/E","Maturity Date","Coupon %","Yield to Maturity"
"CDW Corp","0.54","EQUITY","CDW","Mid Growth","2013-09-30","2361052","-90088","Technology","147636582","63.3","-1.05|-1.63%","64.36-63.29","557498","66.33-43.46","United States","7.27","44.22","28.04","-","9943.71","USD","-","22.13","25.84","-","-","-"
"Teleflex Inc","0.52","EQUITY","TFX","Mid Growth","2004-06-30","676077","-9885","Healthcare","140461758","214.26","-2.62|-1.21%","217.97-210.8","386731","217.97-136.53","United States","5.8","19.88","26.88","28.28","9649.72","USD","-","33.38","40.97","-","-","-"
"Atmos Energy Corp","0.48","EQUITY","ATO","Mid Value","1998-06-30","1582553","-24030","Utilities","131272771","87.19","-0.22|-0.25%","87.8-86.79","368441","88.69-68.51","United States","7.69","12.59","24.47","21.27","9247.86","USD","2","18.8","23.95","-","-","-"
"IDEX Corp","0.48","EQUITY","IEX","Mid Growth","2013-06-30","1147141","-17269","Industrials","129638404","116.22","0.51|0.44%","116.49-115.58","109778","118.08-82.05","United States","12.49","30.28","16.45","25.34","8882.22","USD","-","30.25","31.16","-","-","-"
"East West Bancorp Inc","0.47","EQUITY","EWBC","Mid Core","2011-06-30","2171895","-29705","Financial Services","127229609","58.06","1.09|1.91%","58.58-57.05","498381","60.42-33.89","United States","4.69","75.65","21.57","22.74","8388.86","USD","-","15.4","17.13","-","-","-"
"UGI Corp","0.46","EQUITY","UGI","Mid Value","2013-06-30","2602326","-38481","Utilities","125978602","48.49","0.32|0.66%","48.59-48.01","775207","52-41.79","United States","0.37","6.99","16.81","20.72","8394.72","USD","-","6.29","18.37","-","-","-"
"Steel Dynamics Inc","0.45","EQUITY","STLD","Mid Value","2013-06-30","3449324","-87896","Basic Materials","123520292","35.27","0.36|1.03%","35.37-34.93","1422287","40.17-22.79","United States","-1.24","37.08","19.47","24.31","8527.84","USD","1","0","16.64","-","-","-"
"WellCare Health Plans Inc","0.44","EQUITY","WCG","Mid Growth","2013-06-30","668918","-7632","Healthcare","120110916","173.21","-9.31|-5.1%","181-171.5","646320","184.88-109.74","United States","1.98","55.71","40.36","25.73","7706.57","USD","-","26.36","28.49","-","-","-"
"Leidos Holdings Inc","0.43","EQUITY","LDOS","Mid Core","2013-09-30","2270442","-25792","Technology","117359147","56.19","-0.45|-0.79%","56.97-56.15","2902124","57.72-37.79","United States","3.9","49.99","25.87","16.3","8486.58","USD","-","11.13","26.76","-","-","-"
"Allegion PLC","0.43","EQUITY","ALLE","Mid Growth","2013-12-31","1432540","-25489","Industrials","116207645","81.32","0.56|0.69%","81.32-80.46","343885","82.9-61.47","United States","5.34","15.32","18.16","-","7724.18","USD","3","27.56","31.4","-","-","-"
"JetBlue Airways Corp","0.42","EQUITY","JBLU","Mid Value","2009-06-30","5016322","-130701","Industrials","114522631","22.43","0.3|1.36%","22.49-22.11","2900529","24.13-15.7","United States","4.13","31.71","27.35","34.64","7377.29","USD","-","0.04","11.44","-","-","-"
"Westar Energy Inc","0.42","EQUITY","WR","Mid Value","2003-06-30","2136222","-33013","Utilities","113262490","51.3","0.1|0.2%","51.36-50.96","584169","57.5-49.21","United States","-1.05","-2.71","15.86","13.85","7289.39","USD","2","-7.54","21.46","-","-","-"
"PerkinElmer Inc","0.41","EQUITY","PKI","Mid Growth","2006-12-31","1654377","-18596","Healthcare","112729249","64.29","-2.06|-3.1%","66-63.03","1510742","70.16-45.35","United States","6.4","15.88","13.28","19.66","7074.41","USD","1","23.68","33.66","-","-","-"
"CommScope Holding Co Inc","0.41","EQUITY","COMM","Mid Core","2013-12-31","2899981","-61891","Technology","110286277","32.61","-0.94|-2.79%","32.77-31.73","4742316","42.75-28.28","United States","-7.12","13.39","8.66","-","6295.08","USD","-","-12.34","27.17","-","-","-"
"RPM International Inc","0.4","EQUITY","RPM","Mid Value","2004-06-30","2008288","-31614","Basic Materials","109552110","51.21","0.06|0.12%","51.35-51.08","729947","56.48-46.25","United States","-1.57","-3.05","6.95","16.22","6843.13","USD","-","-3.2","37.65","-","-","-"
"Pinnacle Foods Inc","0.39","EQUITY","PF","Mid Growth","2013-06-30","1784292","-20093","Consumer Defensive","105986945","59.19","0.2|0.34%","59.49-58.76","620916","66.67-46.36","United States","2.38","20.35","27.18","-","7031.66","USD","2","11.81","38.44","-","-","-"
"Spirit AeroSystems Holdings Inc","0.39","EQUITY","SPR","Mid Value","2013-06-30","1813702","-43723","Industrials","105085894","71.38","-0.62|-0.86%","72.43-71.19","1836295","73.86-42.26","United States","32.49","62.17","24.71","24.24","8447.55","USD","2","22.67","19.94","-","-","-"
"The Chemours Co","0.39","EQUITY","CC","Mid Value","2015-07-31","2770155","-26826","Basic Materials","105044278","49.31","2.16|4.58%","49.67-47","2218172","50.03-8.86","United States","23.66","452.91","-","-","9112.54","USD","-","123.49","32.87","-","-","-"
"American Financial Group Inc","0.39","EQUITY","AFG","Mid Value","2013-06-30","1054180","-6839","Financial Services","104753867","104.65","0.13|0.12%","105-104.12","236159","105.58-72.14","United States","6.04","50.58","25.92","25.67","9171.2","USD","-","21.52","13.23","-","-","-"
"Leggett & Platt Inc","0.38","EQUITY","LEG","Mid Core","2013-06-30","1989283","-53197","Consumer Cyclical","104497036","48.34","0.58|1.21%","48.37-47.78","834437","54.97-44.02","United States","-8.95","-5.78","16.36","18.8","6395.74","USD","-","0.33","18.52","-","-","-"
"Apartment Investment & Management Co","0.37","EQUITY","AIV","Mid Growth","2009-03-31","2361090","-34832","Real Estate","101456037","45.63","0.1|0.22%","45.85-45.46","726661","47.91-39.66","United States","6.53","4.75","13.28","13.93","7164.95","USD","3","1.98","252.55","-","-","-"
"Great Plains Energy Inc","0.35","EQUITY","GXP","Mid Value","2003-06-30","3242210","-47098","Utilities","94931909","31.22","0.15|0.48%","31.22-30.94","2525571","31.22-25.85","United States","10.47","10.34","11.71","10.21","6732.59","USD","2","16.16","23.47","-","-","-"
"Carlisle Companies Inc","0.34","EQUITY","CSL","Mid Core","2003-06-30","971580","-14498","Consumer Cyclical","92688732","98.37","0.61|0.62%","98.55-97.53","266214","116.4-93.47","United States","-3.23","-5.45","8.02","15.93","6214.21","USD","-","-10.17","27.71","-","-","-"
"Donaldson Co Inc","0.33","EQUITY","DCI","Mid Core","2015-12-31","1986754","-29982","Industrials","90476777","47.5","0.51|1.09%","47.54-47.1","247325","48.91-35.59","United States","2.57","33.08","8.34","7.98","6226.56","USD","-","13.71","28.27","-","-","-"
"Liberty Property Trust","0.33","EQUITY","LPT","Mid Value","2013-06-30","2213877","-30973","Real Estate","90126933","42.02","-0.05|-0.12%","42.33-41.89","293090","42.8-36.22","United States","4.61","8.75","10.93","6.95","6190.27","USD","-","8.41","17.96","-","-","-"
"Service Corp International","0.33","EQUITY","SCI","Mid Core","2003-06-30","2686028","-44818","Consumer Cyclical","89847637","34.81","-0.02|-0.06%","34.94-34.68","427816","35.5-24.9","United States","9.02","32.42","19.39","23.22","6517.49","USD","-","23.49","18.92","-","-","-"
"Teradyne Inc","0.33","EQUITY","TER","Mid Core","2013-09-30","2991854","-81125","Technology","89845376","33.46","0.15|0.45%","33.53-32.9","2864394","36.86-19.73","United States","-5.76","71.43","22.64","18.28","6656.89","USD","-","32.28","-","-","-","-"
"Aqua America Inc","0.33","EQUITY","WTR","Mid Value","2013-06-30","2671036","-37564","Utilities","88945499","33.71","0.12|0.36%","33.88-33.44","482497","34.41-28.03","United States","6.84","2.24","15.05","12.37","5988.63","USD","-","13.49","25.73","-","-","-"
"ON Semiconductor Corp","0.33","EQUITY","ON","Mid Growth","2013-06-30","6327191","-40546","Technology","88833762","15.1","0.19|1.27%","15.18-14.83","7379277","16.93-9.78","United States","7.32","54.4","20.97","18.84","6353.19","USD","-","18.34","29.04","-","-","-"
"United Therapeutics Corp","0.32","EQUITY","UTHR","Mid Growth","2016-09-30","677765","-8908","Healthcare","87926453","136.81","9.85|7.76%","139.1-135.2","2166309","169.89-110.9","United States","11.85","9.03","14.98","20.42","5943.42","USD","3","-4.62","15.74","-","-","-"
"National Retail Properties Inc","0.32","EQUITY","NNN","Mid Core","2003-06-30","2243077","-5559","Real Estate","87704311","40.5","0.3|0.75%","40.61-40.05","1209611","52.28-36.45","United States","2.03","-18.87","8.59","10.52","6043.94","USD","-","-5.24","30.15","-","-","-"
"Starwood Property Trust Inc","0.32","EQUITY","STWD","Mid Value","2010-06-30","3914363","-45321","Real Estate","87642588","21.83","-","21.88-21.77","989695","23.46-21.11","United States","0.59","6.98","5.34","10.85","5682","USD","-","3.83","12.26","-","-","-"
"KAR Auction Services Inc","0.32","EQUITY","KAR","Mid Core","2013-06-30","2062704","-47265","Consumer Cyclical","86571687","41.65","0.08|0.19%","41.76-41.49","646664","47.03-38.16","United States","-1.15","5.2","15.85","24.95","5712.29","USD","-","-0.77","25.09","-","-","-"
"Orbital ATK Inc","0.31","EQUITY","OA","Mid Value","2011-12-31","868243","-26036","Industrials","85400381","106.56","0.1|0.09%","107.15-105.39","257593","107.45-67.04","United States","8.74","23.47","13.6","32.49","6150.39","USD","-","22.19","21.44","-","-","-"
"RenaissanceRe Holdings Ltd","0.31","EQUITY","RNR","Mid Value","2013-06-30","611000","-14332","Financial Services","84959550","147.87","-0.35|-0.24%","148.8-147.46","80888","152-116.27","United States","5.56","27.05","15.33","16.31","5954.01","USD","-","9.02","12.6","-","-","-"
"Janus Henderson Group PLC","0.31","EQUITY","JHG","Mid Core","2017-05-31","2520851","1457465","Financial Services","83465377","34.13","0.61|1.82%","34.43-33.72","699318","34.85-30.24","United Kingdom","-","-","-","-","3862.98","USD","3","-","26.5","-","-","-"
"Lincoln Electric Holdings Inc","0.3","EQUITY","LECO","Mid Core","2015-09-30","889426","-18163","Industrials","81907240","87.91","0.92|1.06%","88.78-87.44","505328","97.97-59.27","United States","-1.19","43.77","10.91","17.87","5793.9","USD","-","15.57","25.48","-","-","-"
"AptarGroup Inc","0.3","EQUITY","ATR","Mid Core","2013-06-30","937639","-19817","Consumer Cyclical","81443324","82.36","0.11|0.13%","82.78-82.17","168169","90.79-70.32","United States","1.58","8.93","11.88","12","5165.99","USD","2","13.44","24.22","-","-","-"
"Microsemi Corp","0.3","EQUITY","MSCC","Mid Growth","2012-12-31","1736998","-23944","Technology","81291506","51.78","-0.35|-0.67%","52.6-51.35","727153","57.97-37.11","United States","5.67","34.84","29.07","21.77","5990.13","USD","-","-4.06","50.76","-","-","-"
"Cullen/Frost Bankers Inc","0.3","EQUITY","CFR","Mid Core","2013-06-30","864435","-11914","Financial Services","81179091","92.25","-0.1|-0.11%","93.44-91.95","308455","99.2-67.86","United States","0.22","40.37","8.84","13.06","5925.2","USD","2","5.81","18.16","-","-","-"
"EPR Properties","0.29","EQUITY","EPR","Mid Growth","2003-06-30","1107652","135810","Real Estate","79606949","69.72","0.41|0.59%","70.36-68.83","890425","82.19-65.5","United States","2.52","-9.64","14.57","14.03","5134.1","USD","-","0.46","22.13","-","-","-"
"Huntsman Corp","0.29","EQUITY","HUN","Mid Value","2015-12-31","3063988","-27842","Basic Materials","79173450","25.77","0.08|0.31%","26.01-25.73","2884582","28.3-14.16","United States","5.95","68.29","0.32","16.54","6185.37","USD","-","36.37","14.5","-","-","-"
"Packaging Corp of America","0.29","EQUITY","PKG","Mid Value","2006-06-30","707431","-12315","Consumer Cyclical","78800739","109.08","-1|-0.91%","110.78-108.8","941062","114.31-74.11","United States","9.14","50.3","19.74","30.89","10275.91","USD","1","30.09","22.26","-","-","-"
"Hill-Rom Holdings Inc","0.29","EQUITY","HRC","Mid Growth","2008-06-30","989314","-8836","Healthcare","78759288","75.32","0.05|0.07%","75.67-74.71","505649","84.65-50.5","United States","-0.55","39.92","25.05","24.8","4962.14","USD","-","34.81","43.79","-","-","-"
"Thor Industries Inc","0.29","EQUITY","THO","Mid Core","2013-06-30","751465","-11584","Consumer Cyclical","78543122","104.68","2.22|2.17%","105.13-102.17","554727","115.74-74","United States","13.01","37.41","26.52","29.42","5504.71","USD","-","5.29","16.33","-","-","-"
"Commerce Bancshares Inc","0.29","EQUITY","CBSH","Mid Core","2013-06-30","1373606","-23174","Financial Services","78062029","58.2","0.29|0.5%","58.76-58.08","240115","60.61-45.37","United States","4.16","31.06","16.09","15.29","5914.08","USD","-","1.45","21.8","-","-","-"
"Highwoods Properties Inc","0.29","EQUITY","HIW","Mid Core","2003-06-30","1534673","-18072","Real Estate","77823268","50.54","-0.38|-0.75%","51.22-50.34","685408","55.13-45.83","United States","1.17","-3.37","10.35","12.36","5217.56","USD","-","0.8","40.43","-","-","-"
"NRG Energy Inc","0.29","EQUITY","NRG","Mid Value","2015-12-31","4517025","-300488","Utilities","77783171","24.45","0.47|1.96%","24.7-24","4126110","25.43-9.84","United States","67.67","78.04","-6.34","6.37","7737.46","USD","2","100.16","-","-","-","-"
"CSRA Inc","0.29","EQUITY","CSRA","Mid Core","2016-06-30","2449710","-41439","Technology","77778293","32.56","-0.17|-0.52%","33.04-32.51","476208","33.67-24.48","United States","10.75","27.5","-","-","5330.87","USD","3","2.89","17.7","-","-","-"
"Eaton Vance Corp","0.29","EQUITY","EV","Mid Growth","2013-06-30","1640190","-7227","Financial Services","77613791","48.35","-0.15|-0.31%","48.88-48.19","369860","50.1-34.44","United States","12.99","31.5","13.46","15.09","5580.79","USD","3","17.45","21.21","-","-","-"
"Oshkosh Corp","0.28","EQUITY","OSK","Mid Core","2011-06-30","1123390","-16134","Industrials","77379103","74.99","1.11|1.5%","75.27-73.71","880137","77.2-50.77","United States","10.95","41.44","18.38","29.3","5611.46","USD","-","16.72","22.25","-","-","-"
"Brocade Communications Systems Inc","0.28","EQUITY","BRCD","Mid Value","2011-12-31","6133036","-93396","Technology","77337584","12.38","-0.05|-0.4%","12.46-12.37","9816620","12.72-8.64","United States","-0.92","36.07","12","20.35","5076.35","USD","3","0","88.43","-","-","-"
"Synovus Financial Corp","0.28","EQUITY","SNV","Mid Value","2009-09-30","1745741","-28320","Financial Services","77231582","43.51","0.17|0.39%","44.02-43.39","1367961","45.38-30.87","United States","2.06","43.86","24.83","27.19","5323.75","USD","-","6.65","21.12","-","-","-"
"Brown & Brown Inc","0.28","EQUITY","BRO","Mid Core","2013-06-30","1790708","77567","Financial Services","77125794","44.06","0.11|0.25%","44.28-43.87","411817","45.77-36.04","United States","2.44","22.16","14.15","12.62","6168.36","USD","-","-1.18","23.56","-","-","-"
"MDU Resources Group Inc","0.28","EQUITY","MDU","Mid Value","2015-06-30","2937873","-44854","Basic Materials","76972273","25.99","0.36|1.4%","26-25.6","605143","29.92-22.94","United States","0.43","13.46","-3.51","5.87","5075.96","USD","-","-8.32","21.48","-","-","-"
"Sonoco Products Co","0.28","EQUITY","SON","Mid Value","2013-06-30","1492669","-32303","Consumer Cyclical","76753040","49.35","0.37|0.76%","49.35-48.84","982681","55.58-48.41","United States","-6.13","-0.25","10.58","13.05","4905.21","USD","2","-4.91","18.76","-","-","-"
"Assured Guaranty Ltd","0.28","EQUITY","AGO","Mid Core","2012-12-31","1829526","-161615","Financial Services","76364415","44.35","-0.56|-1.25%","45.02-44.3","794384","45.73-26.37","United States","18.08","64.99","27.16","32.32","5280.1","USD","-","18.18","5.03","-","-","-"
"AECOM","0.28","EQUITY","ACM","Mid Value","2012-12-31","2338904","-33175","Industrials","75616766","31.15","-0.41|-1.3%","31.68-31.14","744960","40.72-26.46","United States","-7.43","-10.69","-3.28","14.14","4851.11","USD","3","-14.33","21.94","-","-","-"
"Olin Corp","0.28","EQUITY","OLN","Mid Core","2003-06-30","2491486","-34605","Basic Materials","75442196","31.29","0.29|0.94%","31.81-31","1770586","33.88-18.24","United States","7.18","53.91","8.09","11.32","5202.22","USD","-","23.74","120.35","-","-","-"
"ARRIS International PLC","0.28","EQUITY","ARRS","Mid Growth","2016-01-31","2679229","-217664","Technology","75071997","28.16","-1.35|-4.57%","29.4-27.83","1114164","31.52-24.75","United States","4.07","4.57","-2.59","16.95","5287.94","USD","-","-6.54","29.96","-","-","-"
"Vistra Energy Corp","0.28","EQUITY","VST","-","2017-06-30","4459223","4459223","Utilities","74870354","16.66","0.48|2.97%","16.69-15.92","1610993","25.24-0.01","United States","13.95","-","-","-","7123.49","USD","-","7.48","0.31","-","-","-"
"Kite Pharma Inc","0.28","EQUITY","KITE","Mid Growth","2014-09-30","721861","50496","Healthcare","74835330","112.58","2.05|1.85%","112.9-110","397541","114.69-39.82","United States","34.38","92.81","73.6","-","6365.94","USD","2","151.07","-","-","-","-"
"NCR Corp","0.27","EQUITY","NCR","Mid Core","2010-12-31","1821804","-73532","Technology","74402475","36.55","-0.35|-0.95%","36.98-36.32","1065855","49.9-29.83","United States","-13.7","12.91","5.63","7.75","4440.83","USD","-","-9.89","21.76","-","-","-"
"First American Financial Corp","0.27","EQUITY","FAF","Mid Value","2010-06-30","1660062","-19463","Financial Services","74188171","48.71","-0.05|-0.1%","48.82-48.42","284841","49.48-35.28","United States","14.58","22.51","23.86","23.82","5393.23","USD","-","34.83","14.76","-","-","-"
"Old Republic International Corp","0.27","EQUITY","ORI","Mid Value","2012-12-31","3760833","-49181","Financial Services","73449068","19.53","0.19|0.98%","19.57-19.31","1105745","21.19-16.51","United States","-2.42","5.1","14.29","23.22","5101.86","USD","-","4.79","12.36","-","-","-"
"Calpine Corp","0.27","EQUITY","CPN","Mid Core","2016-12-31","5418633","-66448","Utilities","73314104","14.29","0.09|0.63%","14.32-14.11","1809100","14.76-9.3","United States","44.78","10.18","-13.98","-3.17","5153.98","USD","4","25.02","109.92","-","-","-"
"Quanta Services Inc","0.27","EQUITY","PWR","Mid Core","2015-12-31","2224554","14928","Industrials","73232318","36.5","0.8|2.24%","37.35-36.01","3974548","38.82-23.6","United States","4.38","55.65","2.45","8.11","5514.93","USD","-","4.73","25.35","-","-","-"
"Senior Housing Properties Trust","0.27","EQUITY","SNH","Mid Value","2013-06-30","3573416","-54486","Real Estate","73040623","18.85","0.07|0.37%","18.87-18.63","1246991","23.85-17.14","United States","-7.72","-8.56","1.13","3.32","4477.99","USD","-","5.76","36.04","-","-","-"
"Targa Resources Corp","0.27","EQUITY","TRGP","Mid Value","2016-03-31","1615388","98460","Energy","73015538","45.83","-0.18|-0.39%","46.35-45.41","1267670","61.83-39.44","United States","-4.44","22.3","-24.95","6.66","9881.18","USD","-","-13.39","-","-","-","-"
"Valvoline Inc","0.27","EQUITY","VVV","Mid Value","2016-09-30","3071829","1509961","Energy","72863784","22.32","-0.01|-0.04%","22.4-22.24","1398151","24.98-18.3","United States","-0.36","-","-","-","4565.14","USD","-","4.27","16.17","-","-","-"
"Vectren Corp","0.27","EQUITY","VVC","Mid Value","2003-06-30","1245888","-20560","Utilities","72809695","60.5","-0.14|-0.23%","61-59.76","369906","62.79-46.52","United States","3.27","20.12","19.93","18.05","5018.69","USD","-","17.62","22.92","-","-","-"
"Charles River Laboratories International Inc","0.27","EQUITY","CRL","Mid Growth","2011-12-31","715526","-8192","Healthcare","72375455","99.53","0.03|0.03%","99.97-99.2","208349","102.32-67.2","United States","9.99","14.38","23.2","23.13","4741.55","USD","1","30.63","29.19","-","-","-"
"Webster Financial Corp","0.27","EQUITY","WBS","Mid Core","2003-06-30","1384847","-16120","Financial Services","72316710","51.01","0.48|0.95%","51.5-50.78","272579","57.5-36.13","United States","-2.4","44.81","23.69","21.74","4702.87","USD","-","-4.61","22.28","-","-","-"
"Jabil Inc","0.26","EQUITY","JBL","Mid Core","2014-03-31","2464005","-40798","Technology","71924306","30.72","0.03|0.1%","30.89-30.56","649649","31.7-20.32","United States","6.43","52.68","16.15","7.98","5506.34","USD","3","30.46","47.26","-","-","-"
"New Residential Investment Corp","0.26","EQUITY","NRZ","Mid Value","2013-06-30","4615721","-77962","Real Estate","71820619","16.83","0.04|0.24%","16.9-16.52","2822542","17.86-13.3","United States","3.59","33.79","22.49","-","5172.89","USD","-","13.3","5.97","-","-","-"
"Dupont Fabros Technology Inc","0.26","EQUITY","DFT","Mid Growth","2015-03-31","1169065","-14577","Real Estate","71500015","62.56","-0.28|-0.45%","63.13-62.36","536217","66.18-37.54","United States","25.24","38.74","35.14","21.28","4873.56","USD","-","44.68","38.15","-","-","-"
"Navient Corp","0.26","EQUITY","NAVI","Small Value","2016-03-31","4279606","1963502","Financial Services","71255440","14.27","0.05|0.35%","14.4-14.09","3011441","17.95-12.66","United States","-4.82","4.71","-1.98","-","3911.47","USD","-","-11.2","7.53","-","-","-"
"Herbalife Ltd","0.26","EQUITY","HLF","Mid Value","2014-12-31","980827","-14871","Consumer Defensive","69962390","65.94","0.49|0.75%","66.27-65.17","923085","74.49-47.62","United States","6.01","-2.37","8.73","4.73","6195.88","USD","-","36.98","13.85","-","-","-"
"BWX Technologies Inc","0.25","EQUITY","BWXT","Mid Growth","2013-06-30","1413319","49256","Industrials","68899301","53.06","0.08|0.15%","53.28-52.82","1205220","53.6-36.16","United States","6.19","43.08","26.26","19.78","5255.42","USD","-","34.16","28.84","-","-","-"
"F N B Corp","0.25","EQUITY","FNB","Mid Value","2003-06-30","4852735","166493","Financial Services","68714728","13.67","0.2|1.48%","13.75-13.58","1653910","16.43-11.86","United States","-5.09","14.85","7.66","7.74","4416.78","USD","-","-13.23","18.23","-","-","-"
"Booz Allen Hamilton Holding Corp","0.25","EQUITY","BAH","Mid Core","2013-12-31","2110572","-65022","Industrials","68678013","34.61","0.15|0.44%","34.95-34.35","1194174","39.67-29.55","United States","-2.98","16.41","19.3","21.69","5134.66","USD","-","-3.11","20.72","-","-","-"
"AGCO Corp","0.25","EQUITY","AGCO","Mid Core","2014-12-31","1014907","-27385","Industrials","68394583","71.88","-0.32|-0.44%","72.53-71.8","416496","73.97-46.22","United States","12.78","54.55","15.1","10.75","5714.05","USD","2","24.71","41.31","-","-","-"
"Hospitality Properties Trust","0.25","EQUITY","HPT","Mid Value","2013-06-30","2343778","-165933","Real Estate","68321129","28.77","0.31|1.09%","28.84-28.37","324237","32.68-26.06","United States","-7.13","-2.93","6.72","9.42","4726","USD","-","-4.47","25.02","-","-","-"
"Realogy Holdings Corp","0.25","EQUITY","RLGY","Mid Core","2016-09-30","2103894","-74960","Real Estate","68271360","34.51","0.48|1.41%","34.73-34.13","2655466","34.73-21.43","United States","15.41","33.4","-2.46","-","4762.17","USD","-","34.82","20.3","-","-","-"
"Chesapeake Energy Corp","0.25","EQUITY","CHK","Mid Value","2015-12-31","13638771","85980","Energy","67784692","4.53","0.03|0.67%","4.59-4.47","32148435","8.2-4.38","United States","-11.7","-11.7","-43.68","-16.34","4114.78","USD","-","-35.47","-","-","-","-"
"National Fuel Gas Co","0.25","EQUITY","NFG","Mid Value","2015-12-31","1208081","-30073","Energy","67459243","59.16","1.08|1.86%","59.59-57.3","582812","61.25-50.61","United States","10.51","8.15","-2.63","6.26","5053.27","USD","-","5.9","22.67","-","-","-"
"Broadridge Financial Solutions Inc","0.25","EQUITY","BR","Mid Growth","2012-06-30","882972","-923223","Industrials","66717364","75.66","-0.68|-0.89%","76.46-75.3","328502","78-59.86","United States","9.86","12.74","24.63","31.05","8895.96","USD","-","15.11","29.67","-","-","-"
"Goodyear Tire & Rubber Co","0.24","EQUITY","GT","Mid Value","2013-06-30","1890907","-30961","Consumer Cyclical","66106109","31.2","0.09|0.29%","31.38-30.99","5078798","37.2-26.82","United States","-11.33","12.26","9.22","23.71","7855.03","USD","-","2.04","6.87","-","-","-"
"Allied World Assurance Co Holdings AG","0.24","EQUITY","AWH","Mid Growth","2007-06-30","1248357","-15934","Financial Services","66038085","49.24","-","50.15-49.24","206590","54.46-39.09","United States","-7.25","21.22","11.55","16.01","4307.75","USD","-","-8.32","16.81","-","-","-"
"Alere Inc","0.24","EQUITY","ALR","Mid Core","2012-06-30","1306728","-22074","Healthcare","65584678","49.4","-0.31|-0.62%","49.9-48.91","4045780","50.63-34.41","United States","0.22","33.62","12.44","22.12","4316.01","USD","3","26.76","-","-","-","-"
"Edgewell Personal Care Co","0.24","EQUITY","EPC","Small Value","2017-03-31","862488","423317","Consumer Defensive","65566338","71.25","-0.98|-1.36%","72.48-71.21","312059","84.45-69.63","United States","-4.92","-11.88","-3.9","9.96","4091.26","USD","-","-2.38","22.13","-","-","-"
"Idacorp Inc","0.24","EQUITY","IDA","Small Value","2003-06-30","756862","-13073","Utilities","64598172","86.56","0.44|0.51%","86.67-85.48","134366","90.67-72.93","United States","3.51","11.35","20.45","17.59","4361.82","USD","-","9.51","21.16","-","-","-"
"Huntington Ingalls Industries Inc","0.24","EQUITY","HII","Mid Core","2011-03-31","345684","-5931","Industrials","64352533","213.95","0.02|0.01%","215.37-213.04","200892","220.68-146.52","United States","14","25.15","34.97","41.29","9845.88","USD","-","16.81","17.49","-","-","-"
"Graphic Packaging Holding Co","0.24","EQUITY","GPK","Small Core","2013-06-30","4664510","-103037","Consumer Cyclical","64276948","13.19","0.06|0.46%","13.21-13.1","1945926","14.7-12","United States","-5.45","-0.55","4.36","19.28","4087.62","USD","-","6.89","24.43","-","-","-"
"WGL Holdings Inc","0.24","EQUITY","WGL","Mid Value","2003-06-30","769359","-12910","Utilities","64187621","85.69","0.13|0.15%","85.83-85.28","153068","86.89-58.66","United States","4.22","27.9","33.39","18.68","4388.96","USD","4","14.31","24.55","-","-","-"
"Cypress Semiconductor Corp","0.24","EQUITY","CY","Mid Growth","2010-12-31","4700666","18315","Technology","64164091","13.93","-0.17|-1.21%","14.21-13.86","4190228","15.11-9.63","United States","5.41","24.31","14.42","9.01","4631.56","USD","3","23.69","-","-","-","-"
"Ingredion Inc","0.24","EQUITY","INGR","Mid Value","2013-06-30","538029","-10340","Consumer Defensive","64138437","121.94","-0.65|-0.53%","122.78-121.18","282557","140-113.07","United States","1.33","-7.64","19.28","20.03","8746.63","USD","4","-1.62","18.34","-","-","-"
"Trinity Industries Inc","0.24","EQUITY","TRN","Small Value","2007-12-31","2285633","-39349","Industrials","64066293","28.22","0.61|2.21%","28.27-27.6","999172","30.13-20.8","United States","5.78","24.97","-12.33","16.27","4270.69","USD","-","2.92","17.31","-","-","-"
"Wintrust Financial Corp","0.24","EQUITY","WTFC","Small Core","2007-06-30","836061","45344","Financial Services","63908503","75.35","0.68|0.91%","75.91-74.95","195650","80.52-51.65","United States","4.1","42.88","19.04","16.01","4193.89","USD","-","4.22","20.04","-","-","-"
"Popular Inc","0.24","EQUITY","BPOP","Mid Value","2009-03-31","1531855","-53608","Financial Services","63893672","42.31","0.04|0.09%","42.67-42.23","250328","45.96-35.01","Puerto Rico","3.33","23.31","12.45","23.69","4315.06","USD","-","-2.3","19.86","-","-","-"
"Bemis Co Inc","0.24","EQUITY","BMS","Small Value","2013-06-30","1381115","-30954","Consumer Cyclical","63876569","-","-","-","-","-","-","-5.04","-14","5.3","9.5","3852.84","USD","3","-10.02","19.2","-","-","-"
"Prosperity Bancshares Inc","0.23","EQUITY","PB","Mid Value","2006-06-30","991595","-16855","Financial Services","63700063","-","-","-","-","-","-","-1.26","29.85","6.64","11.9","4560.58","USD","-","-7.62","16.62","-","-","-"
"Murphy Oil Corp","0.23","EQUITY","MUR","Mid Value","2016-03-31","2462064","1211982","Energy","63102700","-","-","-","-","-","-","5.45","1.4","-21.31","-4.94","4561.1","USD","3","-13.49","-","-","-","-"
"IBERIABANK Corp","0.23","EQUITY","IBKC","Small Core","2003-06-30","765548","-12246","Financial Services","62392162","-","-","-","-","-","-","-1.03","30.86","9.23","13.98","4311.66","USD","-","-3.14","18.57","-","-","-"
